Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
automotive voltage regulators,automotive_parts,Automotive,High Risk
automotive wheel adapters and spacers,automotive_parts,Automotive,High Risk
automotive wheel bearing tools,automotive_parts,Automotive,High Risk
automotive wheel center caps,automotive_parts,Automotive,High Risk
automotive wheel hubs and bearings,automotive_parts,Automotive,High Risk
automotive wheel locks,automotive_parts,Automotive,High Risk
automotive wheel simulators,automotive_parts,Automotive,High Risk
automotive wheel spacers,automotive_parts,Automotive,High Risk
automotive wheel weights,automotive_parts,Automotive,High Risk
automotive window moldings,automotive_parts,Automotive,High Risk
automotive windows,automotive_parts,Automotive,High Risk
automotive windshields,automotive_parts,Automotive,High Risk
fluid evacuators,automotive_parts,Automotive,High Risk
gas caps,automotive_parts,Automotive,High Risk
powersports air filters,automotive_parts,Automotive,High Risk
powersports alternator rectifiers,automotive_parts,Automotive,High Risk
powersports axles,automotive_parts,Automotive,High Risk
powersports bearings,automotive_parts,Automotive,High Risk
powersports belt drives,automotive_parts,Automotive,High Risk
powersports body kits,automotive_parts,Automotive,High Risk
powersports body panels,automotive_parts,Automotive,High Risk
powersports body parts,automotive_parts,Automotive,High Risk
powersports brake accessories,automotive_parts,Automotive,High Risk
powersports brake levers,automotive_parts,Automotive,High Risk
powersports brake pads,automotive_parts,Automotive,High Risk
powersports brake rotors,automotive_parts,Automotive,High Risk
powersports bumpers,automotive_parts,Automotive,High Risk
powersports carburetors,automotive_parts,Automotive,High Risk
powersports chassis,automotive_parts,Automotive,High Risk
powersports clutches,automotive_parts,Automotive,High Risk
powersports cv joints,automotive_parts,Automotive,High Risk
powersports drive chains,automotive_parts,Automotive,High Risk
powersports engine gaskets,automotive_parts,Automotive,High Risk
powersports engine guards,automotive_parts,Automotive,High Risk
powersports engine kits,automotive_parts,Automotive,High Risk
powersports engine parts,automotive_parts,Automotive,High Risk
powersports equipment,automotive_parts,Automotive,High Risk
powersports exhaust systems,automotive_parts,Automotive,High Risk
powersports fairing kits,automotive_parts,Automotive,High Risk
powersports fender eliminators,automotive_parts,Automotive,High Risk
powersports fenders,automotive_parts,Automotive,High Risk
powersports footboards,automotive_parts,Automotive,High Risk
powersports foot pegs,automotive_parts,Automotive,High Risk
powersports frame sliders,automotive_parts,Automotive,High Risk
powersports fuel lines,automotive_parts,Automotive,High Risk
powersports fuel products,automotive_parts,Automotive,High Risk
powersports gas caps,automotive_parts,Automotive,High Risk
powersports gas tanks,automotive_parts,Automotive,High Risk
powersports handguards,automotive_parts,Automotive,High Risk
powersports handlebars,automotive_parts,Automotive,High Risk
powersports ignition coils,automotive_parts,Automotive,High Risk
powersports mirrors,automotive_parts,Automotive,High Risk
powersports mufflers,automotive_parts,Automotive,High Risk
powersports nerf bars,automotive_parts,Automotive,High Risk
powersports oil filters,automotive_parts,Automotive,High Risk
powersports parts,automotive_parts,Automotive,High Risk
powersports pistons,automotive_parts,Automotive,High Risk
powersports roofs,automotive_parts,Automotive,High Risk
powersports shocks,automotive_parts,Automotive,High Risk
powersports side mirrors,automotive_parts,Automotive,High Risk
powersports sissy bars,automotive_parts,Automotive,High Risk
powersports skid plates,automotive_parts,Automotive,High Risk
powersports speedometers,automotive_parts,Automotive,High Risk
powersports sprockets,automotive_parts,Automotive,High Risk
powersports starters,automotive_parts,Automotive,High Risk
powersports stators,automotive_parts,Automotive,High Risk
powersports switches,automotive_parts,Automotive,High Risk
powersports throttles,automotive_parts,Automotive,High Risk
powersports tie downs,automotive_parts,Automotive,High Risk
powersports tie rods,automotive_parts,Automotive,High Risk
powersports transmissions,automotive_parts,Automotive,High Risk
powersports valve parts,automotive_parts,Automotive,High Risk
powersports voltage regulators,automotive_parts,Automotive,High Risk
powersports wheel roller chains,automotive_parts,Automotive,High Risk
powersports wheel spacers,automotive_parts,Automotive,High Risk
powersports windshields,automotive_parts,Automotive,High Risk
powersports wiring harnesses,automotive_parts,Automotive,High Risk
rv black water tanks,automotive_parts,Automotive,High Risk
rv freshwater hoses and fittings,automotive_parts,Automotive,High Risk
rv freshwater tanks and inlets,automotive_parts,Automotive,High Risk
spark plugs,automotive_parts,Automotive,High Risk
trailer brakes,automotive_parts,Automotive,High Risk
windshield wiper blades,automotive_parts,Automotive,High Risk
windshield wiper kits,automotive_parts,Automotive,High Risk
windshield wiper motors,automotive_parts,Automotive,High Risk
roller chains,automotive_parts,Automotive,High Risk
automotive accessory power relays,automotive_parts,Automotive,High Risk
automotive antilock braking system wheel speed sensors,automotive_parts,Automotive,High Risk
automotive emission control system vacuum tee connectors,automotive_parts,Automotive,High Risk
automotive engine coolant filters,automotive_parts,Automotive,High Risk
automotive engine oil cooler kits,automotive_parts,Automotive,High Risk
automotive hid conversion kits,automotive_parts,Automotive,High Risk
automotive hvac control switches,automotive_parts,Automotive,High Risk
automotive strut tower braces,automotive_parts,Automotive,High Risk
rv furniture parts and hardware,automotive_parts,Automotive,High Risk
rv sofas and sleeper sofas,automotive_parts,Automotive,High Risk
rv windows and skylights,automotive_parts,Automotive,High Risk
automotive armrests,automotive_parts_cabin,Automotive,High Risk
automotive ashtrays,automotive_parts_cabin,Automotive,High Risk
automotive carpeting,automotive_parts_cabin,Automotive,High Risk
automotive center consoles,automotive_parts_cabin,Automotive,High Risk
automotive cigarette lighters,automotive_parts_cabin,Automotive,High Risk
automotive cup holders,automotive_parts_cabin,Automotive,High Risk
automotive gear shift knobs,automotive_parts_cabin,Automotive,High Risk
automotive grab handles,automotive_parts_cabin,Automotive,High Risk
automotive inside mirrors,automotive_parts_cabin,Automotive,High Risk
automotive racing seats,automotive_parts_cabin,Automotive,High Risk
automotive seat belts,automotive_parts_cabin,Automotive,High Risk
automotive seats,automotive_parts_cabin,Automotive,High Risk
automotive side panel moldings,automotive_parts_cabin,Automotive,High Risk
automotive steering wheels,automotive_parts_cabin,Automotive,High Risk
heavy machinery seats,automotive_parts_cabin,Automotive,High Risk
powersports seats,automotive_parts_cabin,Automotive,High Risk
automotive inside rear view mirrors,automotive_parts_cabin,Automotive,High Risk
automotive heavy duty seats,automotive_parts_cabin,Automotive,High Risk
automotive combination brake and tail light assemblies,automotive_parts_lights,Automotive,High Risk
automotive combination driving and fog light assemblies,automotive_parts_lights,Automotive,High Risk
automotive combo turn signal side marker light assemblies,automotive_parts_lights,Automotive,High Risk
automotive daytime running lights,automotive_parts_lights,Automotive,High Risk
automotive driving light assemblies,automotive_parts_lights,Automotive,High Risk
automotive emergency strobe light assemblies,automotive_parts_lights,Automotive,High Risk
automotive exterior lights,automotive_parts_lights,Automotive,High Risk
automotive fog light assemblies,automotive_parts_lights,Automotive,High Risk
automotive fog lights,automotive_parts_lights,Automotive,High Risk
automotive headlight assemblies,automotive_parts_lights,Automotive,High Risk
automotive headlights,automotive_parts_lights,Automotive,High Risk
automotive high mount brake light assemblies,automotive_parts_lights,Automotive,High Risk
automotive led accent lights,automotive_parts_lights,Automotive,High Risk
automotive led light kits,automotive_parts_lights,Automotive,High Risk
automotive license lights,automotive_parts_lights,Automotive,High Risk
automotive light bars,automotive_parts_lights,Automotive,High Risk
automotive light bulbs,automotive_parts_lights,Automotive,High Risk
automotive light covers,automotive_parts_lights,Automotive,High Risk
automotive lighting conversion kits,automotive_parts_lights,Automotive,High Risk
automotive neon lighted accessories,automotive_parts_lights,Automotive,High Risk
automotive neon light tubes,automotive_parts_lights,Automotive,High Risk
automotive neon undercar lighting kits,automotive_parts_lights,Automotive,High Risk
automotive side marker light assemblies,automotive_parts_lights,Automotive,High Risk
automotive spotlights,automotive_parts_lights,Automotive,High Risk
automotive step lights,automotive_parts_lights,Automotive,High Risk
automotive strobe lights,automotive_parts_lights,Automotive,High Risk
automotive tail light assemblies,automotive_parts_lights,Automotive,High Risk
automotive tail lights,automotive_parts_lights,Automotive,High Risk
automotive top clearance marker light assemblies,automotive_parts_lights,Automotive,High Risk
automotive turn signal light assemblies,automotive_parts_lights,Automotive,High Risk
headlight aiming systems,automotive_parts_lights,Automotive,High Risk
powersports accessory light kits,automotive_parts_lights,Automotive,High Risk
powersports accessory lights,automotive_parts_lights,Automotive,High Risk
powersports headlight assemblies,automotive_parts_lights,Automotive,High Risk
powersports headlights,automotive_parts_lights,Automotive,High Risk
powersports tail light assemblies,automotive_parts_lights,Automotive,High Risk
powersports turn signal assemblies,automotive_parts_lights,Automotive,High Risk
powersports turn signals,automotive_parts_lights,Automotive,High Risk
rv exterior lighting,automotive_parts_lights,Automotive,High Risk
rv interior lighting,automotive_parts_lights,Automotive,High Risk
rv light bulbs,automotive_parts_lights,Automotive,High Risk
trailer lighting,automotive_parts_lights,Automotive,High Risk
automotive back up light bulbs,automotive_parts_lights,Automotive,High Risk
automotive headlight bulbs,automotive_parts_lights,Automotive,High Risk
